Year,Return,Sharpe,Max DD,Trades,Win Rate,Profit Factor,Expectancy
2016,-0.07016700000000009,-0.4302127539063537,-0.1301379273998956,91,0.5714285714285714,0.8125989985355687,-37.898351648351685
2017,0.013811118337247352,0.17648572313470665,-0.09807389793113852,155,0.49032258064516127,1.0299436288727253,3.2470967741934555
2018,0.029584892657854578,0.33605659606990157,-0.08641525538403894,131,0.5267175572519084,1.1014099365913168,10.566412213740499
2019,-0.07915786086262366,-0.9810513308490194,-0.10443703426110229,101,0.4752475247524752,0.7272564351046744,-40.68415841584156
2020,0.1777416281441686,1.1491590829442044,-0.07513415829622427,144,0.5833333333333334,1.6306306604962,66.05243055555547
2021,0.2925955740862547,1.7986165431752135,-0.08104535347689734,165,0.503030303030303,1.5438439862201339,86.20454545454548
2022,-0.07903734205002755,-0.7504281857674538,-0.12571937162546842,122,0.48360655737704916,0.7809798655330653,-40.37295081967213
2023,0.12195782509983855,1.5912751832799794,-0.04096643432308056,137,0.5547445255474452,1.4446592044905437,49.03357664233572
2024,0.11314618632819218,1.1957831503648768,-0.06378162807064602,116,0.5258620689655172,1.4561567261464015,75.41293103448277
